customer_id,close_month,reason_code
724,2024-10,Poor service
6656,2024-07,Fees too high
4466,2024-08,Fees too high
5746,2024-01,Fees too high
3863,2024-09,Switched provider
5263,2024-05,Fees too high
4323,2024-08,Unknown
5709,2025-01,Switched provider
2029,2024-08,Switched provider
4448,2024-10,Moved abroad
8737,2024-08,Poor service
1073,2023-02,Fees too high
13607,2024-10,Fees too high
8094,2024-03,Unknown
15039,2024-12,Switched provider
14371,2025-01,Switched provider
3574,2023-03,Switched provider
1536,2023-07,Switched provider
13211,2024-09,Fees too high
3967,2023-07,Fees too high
9279,2024-08,Fees too high
10087,2024-08,Fees too high
11199,2024-07,Poor service
2390,2023-05,Poor service
3132,2024-02,Switched provider
3124,2024-01,Switched provider
9859,2024-03,Fees too high
339,2022-04,Fees too high
1293,2022-10,Poor service
2438,2023-01,Poor service
2326,2022-09,Fees too high
2174,2023-03,Poor service
5451,2023-08,Unknown
4321,2024-08,Poor service
3432,2023-08,Fees too high
4781,2023-10,Switched provider
11657,2024-11,Fees too high
1544,2023-01,Fees too high
1718,2024-03,Fees too high
7131,2024-01,Poor service
3568,2022-12,Fees too high
1511,2022-08,Switched provider
7160,2024-04,Unknown
1141,2023-06,Unknown
4128,2023-04,Unknown
1987,2023-07,Unknown
781,2022-09,Unhappy with perks
1438,2022-06,Poor service
255,2023-08,Fees too high
4493,2023-04,Fees too high
9012,2024-05,Unhappy with perks
2601,2022-10,Bereavement
2686,2023-07,Unhappy with perks
12139,2024-11,Switched provider
3485,2023-05,Poor service
5463,2023-06,Fees too high
7055,2024-08,Fees too high
6786,2023-08,Moved abroad
9460,2025-01,Fees too high
7065,2024-10,Poor service
13171,2024-12,Poor service
9318,2024-12,Unhappy with perks
7084,2024-03,Fees too high
2501,2024-07,Fees too high
4498,2023-11,Fees too high
8238,2023-12,Fees too high
4799,2023-10,Poor service
3053,2023-05,Switched provider
3495,2023-07,Poor service
6812,2024-02,Moved abroad
6664,2024-09,Bereavement
3946,2023-04,Fees too high
5109,2023-06,Moved abroad
7822,2023-11,Fees too high
879,2022-12,Fees too high
1835,2022-08,Fees too high
3771,2024-01,Fees too high
1756,2022-12,Unknown
10613,2024-04,Poor service
404,2024-11,Fees too high
3625,2024-01,Switched provider
1244,2024-06,Poor service
14506,2025-01,Poor service
13599,2024-11,Unhappy with perks
6006,2024-12,Fees too high
2590,2023-04,Unknown
5003,2024-05,Poor service
3362,2023-11,Moved abroad
915,2022-11,Fees too high
5776,2024-07,Poor service
3445,2023-06,Unknown
1226,2024-11,Unhappy with perks
5218,2023-11,Poor service
825,2022-11,Unhappy with perks
3858,2024-02,Fees too high
9109,2024-08,Switched provider
2964,2023-05,Fees too high
3176,2024-05,Fees too high
6974,2024-08,Unhappy with perks
948,2023-08,Poor service
7873,2024-10,Fees too high
8430,2024-06,Unhappy with perks
166,2023-06,Poor service
5861,2023-06,Switched provider
8922,2024-02,Fees too high
4970,2024-02,Poor service
1179,2023-02,Switched provider
12016,2024-08,Poor service
3051,2023-06,Unknown
1057,2024-01,Poor service
3480,2023-08,Unknown
501,2023-12,Poor service
11621,2024-08,Moved abroad
5137,2023-05,Moved abroad
373,2022-08,Unknown
13252,2024-12,Switched provider
646,2022-09,Fees too high
7216,2023-09,Moved abroad
3786,2023-10,Poor service
7337,2023-12,Poor service
1038,2022-05,Unknown
13116,2024-09,Unknown
8469,2024-02,Fees too high
14464,2024-11,Poor service
8021,2024-07,Switched provider
5698,2023-09,Unhappy with perks
11073,2024-07,Poor service
7985,2024-10,Fees too high
3364,2024-10,Unknown
9853,2024-07,Poor service
2320,2023-11,Unknown
7635,2023-12,Unhappy with perks
1922,2023-10,Unhappy with perks
7744,2024-02,Fees too high
376,2025-01,Unknown
2953,2022-11,Unknown
984,2023-04,Unknown
6589,2023-08,Fees too high
13711,2024-10,Fees too high
808,2024-04,Bereavement
5857,2024-07,Poor service
5203,2023-05,Fees too high
6276,2024-06,Fees too high
10580,2024-07,Poor service
7356,2024-04,Poor service
5571,2023-11,Fees too high
10422,2024-04,Unhappy with perks
2375,2023-03,Switched provider
11821,2024-08,Fees too high
5151,2023-12,Poor service
10066,2024-05,Unknown
9189,2024-04,Fees too high
1504,2023-02,Poor service
185,2024-05,Fees too high
4651,2023-03,Fees too high
3452,2024-07,Fees too high
4132,2023-02,Bereavement
281,2022-07,Fees too high
2524,2024-11,Fees too high
10316,2024-04,Fees too high
1863,2023-11,Unhappy with perks
4922,2024-12,Unknown
575,2024-01,Fees too high
3526,2024-09,Moved abroad
3931,2023-11,Unknown
7880,2024-03,Poor service
4366,2023-05,Unknown
7355,2024-10,Unhappy with perks
10457,2025-01,Switched provider
79,2022-10,Switched provider
2088,2024-09,Fees too high
6428,2023-09,Poor service
8078,2024-04,Fees too high
4644,2024-04,Switched provider
865,2024-01,Fees too high
422,2023-07,Unknown
11026,2024-10,Fees too high
287,2023-02,Poor service
1324,2022-11,Moved abroad
3646,2023-06,Poor service
2665,2024-10,Bereavement
13392,2024-10,Fees too high
7407,2023-11,Fees too high
6958,2023-10,Moved abroad
9235,2024-08,Fees too high
10270,2024-12,Poor service
12880,2024-09,Fees too high
8398,2024-08,Unhappy with perks
4686,2024-02,Switched provider
2648,2023-08,Poor service
209,2024-05,Unknown
6383,2023-12,Fees too high
5444,2024-07,Poor service
8783,2024-12,Fees too high
8099,2024-10,Moved abroad
3860,2024-03,Poor service
13049,2024-09,Fees too high
7766,2023-12,Unknown
3861,2024-03,Unknown
7613,2024-04,Bereavement
13269,2024-10,Fees too high
5851,2023-06,Unknown
4988,2024-02,Poor service
12209,2025-01,Fees too high
4257,2023-08,Unknown
10648,2025-01,Fees too high
92,2023-06,Fees too high
4482,2023-03,Unhappy with perks
11379,2024-07,Unknown
8997,2025-01,Moved abroad
792,2025-01,Fees too high
4261,2023-11,Unknown
6592,2024-12,Unknown
5556,2024-04,Poor service
3720,2024-07,Fees too high
5349,2024-01,Fees too high
888,2023-12,Fees too high
12316,2024-12,Fees too high
6423,2023-09,Fees too high
4821,2023-12,Fees too high
332,2022-09,Fees too high
2595,2024-03,Fees too high
4791,2025-01,Unhappy with perks
6732,2024-04,Poor service
1625,2024-06,Fees too high
3226,2024-02,Fees too high
12313,2025-01,Poor service
510,2022-04,Poor service
12933,2024-09,Fees too high
3708,2023-11,Poor service
10650,2024-08,Poor service
7988,2024-09,Fees too high
10114,2024-03,Fees too high
9465,2024-03,Poor service
1470,2023-01,Fees too high
2482,2022-12,Unhappy with perks
516,2024-08,Unknown
11231,2024-06,Fees too high
5258,2023-05,Switched provider
7521,2023-11,Unknown
12741,2024-09,Fees too high
7190,2024-02,Unhappy with perks
6755,2024-02,Switched provider
5268,2023-05,Poor service
12017,2024-10,Unknown
9381,2024-02,Unhappy with perks
3091,2023-03,Unhappy with perks
876,2024-06,Poor service
4629,2025-01,Switched provider
4184,2023-12,Poor service
98,2023-09,Switched provider
5829,2023-07,Fees too high
6703,2023-10,Poor service
3315,2024-06,Unknown
5929,2024-07,Switched provider
1415,2022-07,Poor service
5079,2024-03,Poor service
10805,2024-11,Fees too high
2166,2024-08,Poor service
5907,2023-07,Unknown
6599,2023-09,Poor service
5491,2024-02,Switched provider
4779,2025-01,Fees too high
10310,2024-07,Poor service
5023,2023-12,Poor service
4877,2023-09,Poor service
2221,2023-03,Moved abroad
251,2022-02,Switched provider
8504,2023-12,Moved abroad
1496,2022-12,Fees too high
13384,2024-10,Unknown
3199,2022-11,Unknown
9457,2025-01,Poor service
3739,2023-11,Fees too high
966,2024-09,Fees too high
2286,2024-01,Unhappy with perks
133,2022-03,Poor service
1778,2023-07,Unknown
12245,2025-01,Fees too high
882,2022-11,Moved abroad
4859,2024-12,Fees too high
2631,2022-10,Fees too high
11885,2024-07,Switched provider
780,2024-03,Fees too high
2047,2023-02,Fees too high
96,2022-06,Fees too high
11780,2024-07,Poor service
3669,2023-04,Fees too high
4412,2023-08,Switched provider
2254,2023-03,Poor service
6616,2023-08,Fees too high
1745,2024-11,Switched provider
7118,2023-12,Unhappy with perks
7448,2024-11,Unhappy with perks
5509,2024-08,Unhappy with perks
7177,2023-09,Poor service
551,2022-07,Poor service
5819,2023-06,Unknown
12975,2024-09,Bereavement
3578,2024-03,Moved abroad
4107,2023-10,Switched provider
12454,2025-01,Fees too high
14551,2024-12,Unknown
7093,2023-10,Fees too high
3955,2024-05,Unknown
4653,2023-04,Switched provider
5942,2024-12,Fees too high
7435,2025-01,Unknown
2694,2023-06,Switched provider
3948,2023-10,Unknown
1024,2024-10,Switched provider
7020,2024-02,Fees too high
3397,2023-06,Switched provider
3386,2024-08,Fees too high
6497,2023-09,Fees too high
7604,2024-02,Poor service
13097,2024-09,Switched provider
1897,2023-09,Switched provider
6569,2023-09,Unknown
3444,2023-09,Switched provider
183,2024-12,Unhappy with perks
53,2022-06,Fees too high
8929,2024-07,Fees too high
2936,2023-12,Fees too high
2966,2023-09,Unknown
1256,2022-08,Fees too high
4095,2023-08,Unknown
13976,2024-11,Unhappy with perks
6657,2023-09,Unknown
2922,2022-12,Bereavement
11946,2024-07,Fees too high
1457,2022-10,Poor service
9220,2024-05,Poor service
1512,2024-07,Fees too high
2825,2022-12,Unknown
4020,2023-09,Unknown
3678,2023-09,Switched provider
869,2024-04,Moved abroad
2262,2022-10,Poor service
13886,2025-01,Poor service
13902,2024-10,Unknown
1964,2024-02,Fees too high
10963,2024-11,Fees too high
7466,2023-11,Fees too high
1557,2023-02,Switched provider
1013,2022-08,Moved abroad
414,2023-04,Fees too high
10909,2025-01,Unknown
6464,2025-01,Switched provider
9447,2024-02,Switched provider
5242,2023-11,Switched provider
4312,2023-07,Fees too high
7930,2023-12,Fees too high
2820,2023-04,Moved abroad
13140,2024-09,Switched provider
7996,2024-01,Switched provider
7212,2023-09,Fees too high
7495,2023-11,Switched provider
4628,2024-05,Poor service
747,2024-11,Fees too high
2472,2022-09,Poor service
4806,2024-07,Switched provider
10867,2024-05,Unknown
6564,2024-06,Unknown
1320,2022-06,Unknown
5238,2024-12,Fees too high
6143,2023-08,Unknown
56,2022-10,Unknown
7515,2025-01,Poor service
4390,2023-06,Poor service
702,2023-02,Unknown
2784,2023-08,Unknown
2795,2024-02,Fees too high
7074,2023-10,Fees too high
7566,2024-11,Unhappy with perks
7259,2023-11,Fees too high
6345,2024-03,Unknown
8670,2024-01,Bereavement
1455,2024-05,Fees too high
2105,2024-02,Unhappy with perks
1776,2023-09,Moved abroad
8824,2024-05,Poor service
3240,2024-03,Fees too high
3746,2023-11,Poor service
4075,2025-01,Unknown
2056,2024-09,Fees too high
14414,2025-01,Unknown
8065,2024-02,Unknown
2441,2022-09,Fees too high
762,2023-04,Unhappy with perks
11222,2024-11,Fees too high
13773,2024-10,Fees too high
2756,2023-08,Fees too high
2201,2024-05,Poor service
11142,2024-12,Unknown
9009,2024-06,Fees too high
9357,2024-10,Bereavement
2350,2023-05,Fees too high
146,2022-03,Fees too high
9686,2024-08,Switched provider
11969,2024-08,Switched provider
5260,2024-10,Unknown
51,2023-08,Unknown
7505,2024-08,Unhappy with perks
1703,2022-08,Switched provider
6684,2024-09,Fees too high
8760,2024-03,Poor service
12355,2024-10,Switched provider
5517,2024-02,Poor service
584,2022-09,Poor service
1212,2023-03,Poor service
10677,2024-08,Switched provider
2087,2022-08,Poor service
8702,2024-01,Fees too high
970,2022-05,Fees too high
6274,2024-01,Fees too high
34,2022-03,Switched provider
7238,2024-09,Unknown
12904,2024-09,Poor service
3629,2023-12,Fees too high
9848,2024-04,Fees too high
4167,2023-02,Poor service
12144,2025-01,Fees too high
4607,2024-02,Bereavement
2994,2024-07,Fees too high
3406,2024-01,Poor service
3195,2023-02,Fees too high
4719,2025-01,Poor service
3298,2023-01,Poor service
9652,2024-05,Poor service
1235,2023-10,Poor service
878,2023-08,Fees too high
4845,2024-04,Unknown
5,2022-11,Bereavement
723,2023-05,Switched provider
4306,2023-05,Fees too high
1966,2024-01,Poor service
7478,2024-01,Moved abroad
11431,2025-01,Fees too high
6697,2023-11,Fees too high
173,2023-07,Unknown
1003,2023-02,Fees too high
1997,2023-09,Fees too high
14958,2024-12,Switched provider
9733,2024-05,Fees too high
5422,2024-06,Fees too high
443,2025-01,Poor service
2431,2023-01,Fees too high
5795,2024-04,Poor service
3119,2023-10,Switched provider
10611,2024-08,Poor service
6341,2024-02,Unknown
4632,2023-09,Unknown
4133,2023-04,Poor service
6150,2024-12,Unhappy with perks
8983,2024-04,Unknown
3939,2024-12,Fees too high
3918,2023-01,Moved abroad
8339,2025-01,Unknown
1341,2023-12,Unknown
3473,2022-12,Poor service
10703,2024-10,Poor service
12231,2024-09,Poor service
3889,2024-12,Bereavement
5403,2024-09,Fees too high
4590,2023-06,Poor service
13073,2024-11,Poor service
7270,2024-09,Bereavement
9680,2024-07,Switched provider
10231,2024-08,Fees too high
13376,2024-11,Fees too high
2416,2022-11,Fees too high
1267,2022-07,Fees too high
3643,2023-02,Unhappy with perks
3942,2023-01,Fees too high
7236,2025-01,Poor service
9868,2024-05,Switched provider
3474,2023-05,Poor service
3425,2022-12,Poor service
9636,2024-08,Fees too high
7225,2024-04,Unknown
15455,2025-01,Fees too high
7729,2023-11,Poor service
7070,2023-10,Bereavement
7966,2023-11,Fees too high
1644,2023-06,Fees too high
1413,2024-04,Unhappy with perks
9176,2024-12,Bereavement
7137,2024-06,Switched provider
12074,2024-10,Poor service
10461,2024-05,Poor service
7986,2023-11,Poor service
5944,2024-04,Unknown
10915,2024-05,Fees too high
5486,2024-06,Poor service
719,2023-08,Unhappy with perks
670,2022-08,Moved abroad
4785,2024-01,Poor service
4734,2024-04,Fees too high
7944,2024-05,Fees too high
1809,2022-08,Poor service
4282,2024-06,Fees too high
1682,2023-09,Fees too high
7552,2024-02,Poor service
3000,2023-05,Poor service
3507,2024-07,Unknown
131,2022-09,Fees too high
8669,2024-09,Poor service
3684,2023-05,Fees too high
11656,2024-10,Fees too high
6038,2024-04,Fees too high
13270,2024-09,Fees too high
3552,2023-01,Switched provider
2267,2024-08,Poor service
9634,2024-08,Poor service
4800,2023-08,Fees too high
5254,2023-09,Poor service
1783,2022-10,Poor service
11892,2024-07,Unhappy with perks
2733,2023-04,Fees too high
6290,2024-07,Poor service
11277,2024-11,Poor service
15340,2025-01,Poor service
6019,2024-01,Moved abroad
1529,2023-01,Unknown
310,2023-03,Fees too high
10165,2024-06,Poor service
827,2022-06,Poor service
8813,2024-06,Unknown
766,2023-08,Unknown
2512,2022-11,Fees too high
11489,2024-09,Unknown
15716,2025-01,Unknown
1442,2023-02,Unknown
4225,2024-08,Fees too high
3109,2024-10,Unhappy with perks
4809,2023-10,Fees too high
4966,2023-05,Unknown
5271,2023-10,Unhappy with perks
4916,2024-09,Fees too high
3532,2023-06,Poor service
1018,2024-08,Poor service
1680,2023-04,Switched provider
752,2024-04,Unknown
2363,2023-11,Bereavement
47,2024-04,Fees too high
7697,2024-09,Fees too high
7516,2023-11,Unknown
1827,2023-10,Fees too high
3418,2024-10,Fees too high
1667,2022-11,Fees too high
4387,2024-09,Switched provider
3117,2023-12,Unknown
12147,2025-01,Fees too high
15104,2024-12,Poor service
740,2023-09,Switched provider
15020,2025-01,Unknown
325,2023-07,Bereavement
7297,2024-06,Switched provider
6162,2023-08,Bereavement
7846,2024-05,Switched provider
7485,2023-10,Unknown
1733,2024-11,Fees too high
1713,2024-08,Unknown
2060,2023-03,Fees too high
554,2023-08,Poor service
389,2023-04,Fees too high
9625,2024-03,Fees too high
5314,2024-05,Switched provider
7952,2024-04,Switched provider
5361,2024-01,Unknown
1181,2022-12,Poor service
3345,2023-06,Poor service
4201,2023-12,Bereavement
7639,2023-12,Poor service
4369,2023-08,Fees too high
9461,2024-05,Fees too high
2039,2022-10,Unknown
648,2024-05,Unknown
2126,2024-11,Unknown
5749,2023-06,Fees too high
14744,2025-01,Switched provider
12366,2025-01,Switched provider
2476,2022-11,Fees too high
9130,2024-02,Fees too high
2487,2023-07,Poor service
5020,2023-05,Moved abroad
6136,2024-01,Fees too high
639,2024-05,Unhappy with perks
6009,2023-06,Fees too high
13857,2024-11,Fees too high
13759,2024-11,Unknown
7711,2024-06,Poor service
6449,2023-08,Unhappy with perks
9061,2024-08,Unknown
7879,2024-05,Poor service
8989,2024-01,Switched provider
3937,2023-10,Unknown
3506,2023-11,Fees too high
9558,2024-03,Moved abroad
2496,2024-11,Fees too high
8327,2024-11,Poor service
4305,2023-10,Fees too high
4407,2024-12,Fees too high
8367,2024-07,Switched provider
309,2023-01,Moved abroad
4019,2024-01,Poor service
9857,2024-12,Moved abroad
10535,2024-04,Switched provider
9483,2024-08,Fees too high
5668,2024-09,Unknown
2195,2024-05,Switched provider
9921,2024-06,Poor service
2669,2023-04,Fees too high
1891,2022-08,Unknown
5341,2023-08,Unknown
3013,2023-02,Fees too high
5710,2024-12,Poor service
8821,2024-05,Switched provider
824,2023-01,Unknown
4179,2023-02,Poor service
6646,2023-08,Unhappy with perks
4131,2023-04,Fees too high
8318,2024-11,Poor service
1163,2022-05,Fees too high
2301,2023-01,Unknown
2184,2024-06,Fees too high
7106,2023-10,Poor service
3472,2024-03,Switched provider
3503,2023-05,Poor service
1852,2023-06,Bereavement
12334,2024-11,Poor service
11233,2024-07,Unknown
5924,2024-03,Fees too high
12360,2024-09,Switched provider
7791,2024-05,Poor service
4250,2023-12,Fees too high
8786,2024-07,Unknown
6838,2023-08,Unknown
2990,2024-11,Poor service
15364,2025-01,Switched provider
10507,2024-10,Fees too high
663,2022-11,Fees too high
14989,2024-12,Fees too high
1564,2022-08,Unhappy with perks
6470,2023-09,Unknown
9660,2025-01,Poor service
1955,2022-08,Switched provider
9424,2024-05,Unknown
5673,2024-05,Switched provider
1376,2024-02,Fees too high
12345,2024-08,Poor service
5284,2025-01,Fees too high
5636,2023-06,Poor service
673,2023-03,Fees too high
7581,2023-10,Unknown
5774,2023-06,Switched provider
11324,2024-06,Switched provider
9843,2024-03,Poor service
5000,2023-04,Unhappy with perks
7687,2024-07,Moved abroad
5597,2024-05,Poor service
9820,2024-10,Fees too high
12089,2024-11,Fees too high
530,2024-09,Poor service
11576,2024-12,Poor service
5058,2024-07,Bereavement
4204,2024-10,Switched provider
2639,2025-01,Poor service
11575,2024-10,Fees too high
3665,2023-04,Fees too high
11374,2024-07,Unknown
5656,2025-01,Moved abroad
532,2022-09,Fees too high
391,2023-02,Unknown
9105,2024-09,Poor service
4173,2024-09,Fees too high
6849,2024-10,Fees too high
2988,2023-06,Fees too high
5237,2023-05,Unknown
6393,2023-09,Unknown
6824,2024-07,Fees too high
4276,2024-07,Poor service
5637,2023-06,Poor service
1478,2024-10,Unknown
5119,2024-07,Poor service
4326,2024-10,Switched provider
1695,2022-09,Unknown
11178,2024-11,Fees too high
14164,2025-01,Fees too high
4105,2023-12,Poor service
8418,2024-02,Poor service
3465,2023-02,Moved abroad
5629,2024-09,Switched provider
8607,2024-07,Fees too high
3957,2023-06,Unhappy with perks
6291,2023-11,Switched provider
8182,2024-06,Switched provider
569,2023-01,Poor service
580,2022-05,Switched provider
13184,2024-11,Fees too high
9421,2024-12,Moved abroad
7072,2023-09,Fees too high
8106,2024-05,Unhappy with perks
6683,2024-04,Bereavement
4637,2023-07,Unknown
3550,2023-03,Fees too high
6418,2024-06,Fees too high
10474,2024-07,Fees too high
8764,2024-06,Fees too high
3904,2023-07,Fees too high
11400,2024-06,Fees too high
11095,2024-05,Moved abroad
5366,2024-02,Unknown
525,2024-05,Moved abroad
2656,2022-10,Fees too high
11929,2024-09,Poor service
7922,2024-05,Unknown
2716,2024-02,Fees too high
1734,2022-07,Unknown
9446,2024-08,Fees too high
9237,2024-04,Fees too high
8004,2023-11,Switched provider
3088,2022-11,Unknown
3576,2023-07,Fees too high
5045,2023-07,Poor service
11522,2024-07,Fees too high
35,2022-02,Fees too high
7062,2023-10,Fees too high
8484,2023-12,Unknown
6014,2023-06,Unhappy with perks
7857,2024-01,Poor service
15009,2024-12,Fees too high
4396,2023-05,Unhappy with perks
3081,2023-02,Unknown
6517,2023-10,Moved abroad
1623,2023-09,Switched provider
4122,2023-11,Poor service
4571,2023-04,Switched provider
3705,2023-12,Switched provider
994,2023-08,Moved abroad
1531,2024-09,Switched provider
1262,2022-08,Poor service
10230,2024-06,Poor service
12102,2025-01,Fees too high
10688,2024-07,Fees too high
2189,2024-01,Switched provider
7023,2024-07,Poor service
2263,2023-08,Unhappy with perks
5694,2023-07,Unknown
1483,2022-07,Fees too high
8471,2025-01,Poor service
1134,2022-07,Fees too high
8008,2025-01,Fees too high
2916,2023-05,Fees too high
2199,2022-09,Unknown
1981,2023-06,Fees too high
6202,2024-10,Fees too high
10376,2024-05,Fees too high
2437,2024-08,Fees too high
1605,2024-05,Switched provider
1837,2025-01,Switched provider
12806,2024-09,Poor service
947,2023-01,Poor service
7420,2023-10,Unknown
9661,2025-01,Unknown
2439,2024-06,Unknown
14318,2024-12,Poor service
428,2022-09,Moved abroad
5149,2023-06,Fees too high
6265,2023-07,Poor service
1631,2023-01,Poor service
6818,2024-02,Poor service
7123,2024-08,Unhappy with perks
5735,2023-12,Fees too high
2855,2023-09,Fees too high
10000,2024-08,Unhappy with perks
8960,2024-01,Fees too high
6053,2024-03,Switched provider
1587,2023-12,Unknown
423,2022-06,Switched provider
3956,2023-02,Poor service
4745,2023-07,Unhappy with perks
8316,2024-09,Unknown
5076,2024-10,Poor service
697,2022-07,Fees too high
3160,2023-11,Poor service
6918,2023-12,Fees too high
2917,2023-09,Fees too high
11581,2024-06,Unknown
11579,2024-12,Bereavement
2764,2024-06,Unknown
5677,2024-04,Fees too high
8729,2024-05,Switched provider
9093,2024-07,Unknown
9727,2024-11,Poor service
5057,2023-06,Unhappy with perks
88,2022-05,Unknown
778,2024-01,Poor service
17,2022-02,Switched provider
6893,2024-11,Poor service
1960,2022-09,Unknown
3103,2024-11,Fees too high
1332,2024-04,Switched provider
1446,2023-09,Unknown
9537,2024-08,Fees too high
14212,2025-01,Moved abroad
14383,2024-11,Switched provider
12117,2025-01,Fees too high
8594,2024-04,Poor service
800,2022-07,Poor service
5974,2023-07,Poor service
6761,2023-12,Switched provider
7242,2023-12,Switched provider
12081,2024-11,Unknown
4721,2023-06,Moved abroad
7303,2024-04,Bereavement
9802,2024-08,Switched provider
696,2023-03,Fees too high
1362,2023-12,Fees too high
4447,2023-07,Fees too high
4520,2023-05,Unknown
12186,2024-08,Fees too high
12261,2024-07,Unknown
6674,2024-04,Fees too high
1482,2022-07,Poor service
4443,2024-05,Poor service
2287,2023-11,Fees too high
11088,2024-11,Fees too high
4679,2023-03,Switched provider
1408,2024-03,Poor service
5343,2023-05,Fees too high
5738,2023-06,Unknown
154,2022-08,Bereavement
3228,2024-01,Poor service
15296,2025-01,Unknown
3279,2023-06,Unknown
2028,2023-03,Poor service
6306,2024-03,Unhappy with perks
2722,2024-05,Fees too high
10936,2024-05,Poor service
257,2022-12,Poor service
5844,2023-08,Fees too high
1671,2024-05,Switched provider
7654,2024-01,Unknown
9597,2024-12,Poor service
1651,2025-01,Fees too high
1266,2023-06,Fees too high
5919,2024-04,Fees too high
4292,2024-07,Unknown
6983,2024-06,Switched provider
11332,2024-07,Unknown
4000,2023-04,Unhappy with perks
2188,2024-01,Poor service
4904,2023-06,Poor service
4568,2023-07,Poor service
15644,2025-01,Unhappy with perks
2750,2022-11,Fees too high
12889,2024-10,Fees too high
5678,2024-01,Poor service
11964,2024-10,Fees too high
5257,2023-12,Switched provider
1461,2022-08,Poor service
9599,2024-11,Poor service
11098,2024-05,Fees too high
220,2023-04,Poor service
13585,2024-12,Fees too high
1943,2023-08,Moved abroad
9426,2024-04,Poor service
3236,2023-06,Poor service
1773,2024-04,Bereavement
6929,2023-10,Switched provider
9573,2024-09,Fees too high
10044,2024-09,Fees too high
11411,2024-07,Bereavement
7324,2023-11,Unknown
4914,2023-07,Poor service
13101,2024-10,Unknown
5764,2023-12,Poor service
11339,2024-06,Bereavement
10595,2024-10,Poor service
1040,2022-07,Fees too high
3813,2024-05,Unknown
3879,2023-01,Switched provider
13495,2024-10,Unknown
12263,2024-07,Poor service
13398,2024-10,Fees too high
2150,2023-03,Bereavement
2582,2024-09,Unknown
5336,2023-11,Fees too high
4831,2023-04,Poor service
9398,2025-01,Poor service
1092,2022-05,Bereavement
3438,2023-07,Unknown
4240,2023-09,Unknown
3868,2023-09,Fees too high
4309,2023-09,Unknown
2580,2024-12,Unknown
3328,2024-07,Moved abroad
4807,2024-11,Switched provider
9780,2024-07,Fees too high
13408,2025-01,Poor service
4833,2024-08,Unhappy with perks
12996,2024-09,Poor service
6516,2023-12,Moved abroad
6271,2024-09,Unknown
4054,2023-08,Fees too high
837,2024-11,Moved abroad
7444,2023-12,Switched provider
224,2022-05,Switched provider
2218,2022-11,Fees too high
11203,2024-06,Fees too high
1349,2023-12,Switched provider
3214,2024-07,Unknown
7892,2023-11,Poor service
4967,2023-06,Bereavement
13547,2024-11,Unknown
10257,2024-11,Unhappy with perks
6223,2024-05,Unknown
806,2023-05,Unhappy with perks
1289,2022-08,Poor service
9600,2024-02,Poor service
2244,2023-01,Unknown
13056,2024-09,Poor service
2077,2024-12,Unknown
3370,2023-06,Bereavement
10715,2024-07,Fees too high
10623,2024-11,Fees too high
361,2023-05,Fees too high
413,2022-03,Fees too high
4229,2023-03,Fees too high
15110,2025-01,Switched provider
4717,2023-05,Switched provider
2712,2023-06,Poor service
2451,2022-09,Unhappy with perks
8399,2024-05,Unknown
4603,2023-09,Poor service
10725,2024-07,Switched provider
8880,2024-07,Moved abroad
3936,2023-05,Poor service
9115,2024-07,Fees too high
14403,2024-12,Unknown
2745,2024-09,Poor service
7628,2024-01,Fees too high
11908,2024-07,Poor service
1622,2022-11,Poor service
5542,2023-11,Switched provider
8712,2024-08,Poor service
12630,2024-10,Fees too high
360,2023-03,Fees too high
9395,2024-12,Poor service
5261,2024-07,Fees too high
4148,2023-02,Switched provider
1743,2022-10,Fees too high
2868,2023-01,Fees too high
8901,2024-01,Poor service
11132,2024-11,Unknown
6887,2023-12,Poor service
7000,2024-01,Fees too high
3642,2024-12,Moved abroad
13989,2025-01,Fees too high
3292,2022-12,Poor service
6613,2024-03,Poor service
6567,2023-11,Unknown
350,2022-07,Poor service
3044,2022-12,Fees too high
7280,2023-10,Fees too high
5782,2023-07,Fees too high
3935,2024-06,Unknown
3554,2023-01,Poor service
11588,2024-12,Fees too high
382,2022-05,Poor service
765,2022-10,Switched provider
2626,2023-04,Fees too high
5089,2023-06,Poor service
2726,2023-02,Switched provider
11999,2024-08,Fees too high
6760,2024-05,Switched provider
7503,2024-02,Fees too high
9359,2024-03,Fees too high
5034,2023-05,Poor service
11032,2024-07,Fees too high
498,2022-03,Moved abroad
4660,2024-08,Fees too high
8381,2024-12,Fees too high
6148,2024-11,Fees too high
1004,2022-10,Unknown
11485,2024-12,Fees too high
15178,2025-01,Bereavement
1195,2022-11,Fees too high
3079,2023-10,Fees too high
3490,2024-11,Moved abroad
3341,2023-01,Moved abroad
2674,2022-12,Unknown
1983,2023-08,Fees too high
1999,2022-09,Bereavement
6822,2024-10,Poor service
8040,2023-11,Switched provider
3121,2023-05,Poor service
1051,2022-07,Switched provider
6563,2024-08,Fees too high
14786,2025-01,Unhappy with perks
4971,2024-06,Poor service
14310,2024-12,Moved abroad
3866,2023-07,Switched provider
7351,2024-04,Moved abroad
8700,2024-05,Unknown
5108,2024-03,Switched provider
7721,2024-01,Fees too high
10427,2024-07,Switched provider
3993,2023-05,Poor service
2302,2023-04,Unknown
8088,2024-07,Poor service
1710,2023-08,Unknown
4071,2024-08,Unhappy with perks
13070,2024-11,Switched provider
403,2022-08,Moved abroad
2565,2023-10,Fees too high
