customer_id,promo,channel,region,age_band,tier_at_join,tenure,reason_code,promo_group
5626,True,Comparison Site,London,35-44,Silver,6,Moved abroad,Joined on promo
5629,False,Referral,Scotland,18-24,Platinum,16,Switched provider,No promo
5636,True,Comparison Site,Scotland,45-54,Silver,1,Poor service,Joined on promo
5637,False,Referral,London,25-34,Silver,1,Poor service,No promo
5639,True,Comparison Site,Midlands,35-44,Classic,6,Unknown,Joined on promo
5640,True,Comparison Site,North,25-34,Classic,7,Fees too high,Joined on promo
5641,False,Comparison Site,Wales & NI,35-44,Classic,2,Poor service,No promo
5645,False,Online,Scotland,18-24,Classic,2,Poor service,No promo
5646,False,Online,North,35-44,Silver,5,Switched provider,No promo
5653,False,Referral,London,55-64,Silver,3,Poor service,No promo
5657,True,Online,South East,55-64,Silver,1,Switched provider,Joined on promo
5661,False,Branch,Midlands,18-24,Classic,1,Poor service,No promo
5667,True,Comparison Site,London,18-24,Classic,14,Fees too high,Joined on promo
5668,False,Branch,London,25-34,Silver,16,Unknown,No promo
5673,False,Branch,Midlands,25-34,Gold,12,Switched provider,No promo
5674,True,Comparison Site,Midlands,18-24,Classic,7,Unknown,Joined on promo
5676,False,Branch,Midlands,18-24,Gold,17,Switched provider,No promo
5677,True,Online,Midlands,25-34,Classic,11,Fees too high,Joined on promo
5678,False,Broker/IFA,Wales & NI,45-54,Silver,8,Poor service,No promo
5680,True,Comparison Site,London,25-34,Silver,13,Poor service,Joined on promo
5681,True,Comparison Site,Wales & NI,25-34,Silver,8,Switched provider,Joined on promo
5687,True,Online,Wales & NI,45-54,Gold,5,Switched provider,Joined on promo
5689,True,Comparison Site,North,55-64,Gold,6,Unhappy with perks,Joined on promo
5694,False,Referral,London,25-34,Classic,2,Unknown,No promo
5696,False,Online,London,45-54,Platinum,3,Unknown,No promo
5698,False,Online,North,18-24,Silver,4,Unhappy with perks,No promo
5701,False,Branch,North,25-34,Gold,19,Poor service,No promo
5710,False,Online,London,55-64,Classic,19,Poor service,No promo
5719,True,Comparison Site,South East,35-44,Classic,3,Fees too high,Joined on promo
5724,True,Outbound,Wales & NI,35-44,Silver,17,Fees too high,Joined on promo
5728,True,Comparison Site,South East,35-44,Classic,6,Fees too high,Joined on promo
5730,True,Comparison Site,North,25-34,Silver,6,Fees too high,Joined on promo
5735,True,Comparison Site,Wales & NI,35-44,Classic,7,Fees too high,Joined on promo
5736,False,Comparison Site,North,55-64,Classic,7,Switched provider,No promo
5738,False,Online,Midlands,18-24,Silver,1,Unknown,No promo
5745,True,Comparison Site,North,65+,Classic,8,Switched provider,Joined on promo
5746,True,Comparison Site,South East,35-44,Classic,8,Fees too high,Joined on promo
5749,True,Comparison Site,Wales & NI,35-44,Classic,1,Fees too high,Joined on promo
5757,True,Outbound,North,35-44,Gold,7,Fees too high,Joined on promo
5763,True,Comparison Site,North,25-34,Silver,4,Switched provider,Joined on promo
5764,True,Outbound,South East,25-34,Silver,7,Poor service,Joined on promo
5765,False,Outbound,London,45-54,Silver,9,Poor service,No promo
5768,True,Comparison Site,Midlands,55-64,Classic,5,Switched provider,Joined on promo
5774,False,Comparison Site,London,55-64,Silver,1,Switched provider,No promo
5776,False,Outbound,London,25-34,Silver,14,Poor service,No promo
5778,False,Comparison Site,London,45-54,Silver,16,Fees too high,No promo
5780,True,Comparison Site,Scotland,35-44,Silver,5,Fees too high,Joined on promo
5782,True,Online,Midlands,55-64,Classic,2,Fees too high,Joined on promo
5784,False,Comparison Site,Wales & NI,35-44,Platinum,10,Unhappy with perks,No promo
5788,False,Online,London,25-34,Platinum,14,Unhappy with perks,No promo
5791,True,Comparison Site,North,45-54,Classic,8,Switched provider,Joined on promo
5795,True,Comparison Site,London,25-34,Silver,11,Poor service,Joined on promo
5796,False,Comparison Site,South East,18-24,Classic,3,Bereavement,No promo
5798,True,Comparison Site,Wales & NI,25-34,Classic,11,Fees too high,Joined on promo
5802,True,Comparison Site,South East,18-24,Silver,3,Fees too high,Joined on promo
5806,True,Comparison Site,Midlands,55-64,Silver,1,Poor service,Joined on promo
5816,False,Referral,North,65+,Classic,2,Bereavement,No promo
5817,True,Comparison Site,South East,25-34,Silver,7,Fees too high,Joined on promo
5819,False,Online,North,25-34,Silver,1,Unknown,No promo
5821,True,Online,London,18-24,Silver,1,Unknown,Joined on promo
5823,True,Online,London,65+,Silver,6,Unhappy with perks,Joined on promo
5829,True,Comparison Site,London,18-24,Silver,2,Fees too high,Joined on promo
5830,True,Comparison Site,South East,25-34,Classic,1,Fees too high,Joined on promo
5842,True,Branch,London,55-64,Classic,3,Unknown,Joined on promo
5844,True,Comparison Site,Midlands,18-24,Classic,3,Fees too high,Joined on promo
5848,False,Referral,South East,25-34,Silver,6,Unknown,No promo
5849,True,Online,North,55-64,Silver,7,Poor service,Joined on promo
5850,False,Online,South East,55-64,Silver,7,Fees too high,No promo
5851,False,Comparison Site,Midlands,35-44,Classic,1,Unknown,No promo
5856,False,Online,North,35-44,Classic,19,Fees too high,No promo
5857,False,Online,Midlands,55-64,Silver,14,Poor service,No promo
5859,True,Comparison Site,North,45-54,Silver,5,Switched provider,Joined on promo
5861,False,Branch,South East,35-44,Classic,1,Switched provider,No promo
5862,True,Comparison Site,Midlands,45-54,Classic,7,Fees too high,Joined on promo
5863,True,Online,Scotland,25-34,Classic,9,Fees too high,Joined on promo
5866,False,Branch,Midlands,35-44,Silver,6,Poor service,No promo
5867,True,Comparison Site,London,45-54,Classic,7,Fees too high,Joined on promo
5870,False,Branch,London,45-54,Gold,12,Poor service,No promo
5873,True,Comparison Site,London,35-44,Gold,7,Unhappy with perks,Joined on promo
5879,True,Outbound,London,35-44,Classic,6,Unknown,Joined on promo
5883,False,Broker/IFA,North,45-54,Silver,14,Poor service,No promo
5884,True,Comparison Site,North,55-64,Classic,2,Fees too high,Joined on promo
5886,True,Comparison Site,Midlands,35-44,Silver,16,Fees too high,Joined on promo
5894,False,Online,Wales & NI,25-34,Classic,10,Bereavement,No promo
5899,False,Branch,South East,35-44,Platinum,5,Unknown,No promo
5903,True,Outbound,Midlands,35-44,Classic,19,Unknown,Joined on promo
5905,True,Comparison Site,London,25-34,Silver,5,Fees too high,Joined on promo
5907,False,Online,London,35-44,Classic,2,Unknown,No promo
5914,False,Comparison Site,London,25-34,Silver,3,Poor service,No promo
5919,True,Online,London,18-24,Classic,11,Fees too high,Joined on promo
5924,False,Comparison Site,Midlands,35-44,Silver,10,Fees too high,No promo
5927,True,Online,London,45-54,Silver,7,Fees too high,Joined on promo
5929,False,Comparison Site,South East,45-54,Classic,14,Switched provider,No promo
5937,True,Comparison Site,South East,18-24,Silver,4,Switched provider,Joined on promo
5938,False,Broker/IFA,London,18-24,Platinum,17,Switched provider,No promo
5940,False,Comparison Site,North,35-44,Classic,5,Unknown,No promo
5942,True,Comparison Site,Midlands,35-44,Gold,19,Fees too high,Joined on promo
5944,False,Branch,London,45-54,Silver,11,Unknown,No promo
5946,False,Branch,London,55-64,Silver,1,Poor service,No promo
5952,False,Comparison Site,South East,18-24,Silver,2,Fees too high,No promo
5955,True,Comparison Site,Midlands,65+,Classic,2,Fees too high,Joined on promo
5960,True,Online,Scotland,18-24,Classic,8,Bereavement,Joined on promo
5963,False,Comparison Site,London,35-44,Silver,11,Fees too high,No promo
5964,False,Comparison Site,London,25-34,Classic,13,Poor service,No promo
5965,True,Comparison Site,Scotland,25-34,Silver,7,Fees too high,Joined on promo
5966,False,Online,London,25-34,Classic,5,Unknown,No promo
5970,True,Outbound,Midlands,35-44,Silver,5,Switched provider,Joined on promo
5974,False,Online,Midlands,25-34,Silver,2,Poor service,No promo
5976,True,Outbound,London,18-24,Silver,7,Switched provider,Joined on promo
5994,True,Online,Wales & NI,18-24,Silver,18,Fees too high,Joined on promo
5995,True,Online,North,45-54,Gold,13,Unknown,Joined on promo
6005,False,Online,London,55-64,Silver,12,Unknown,No promo
6006,True,Online,Scotland,25-34,Gold,19,Fees too high,Joined on promo
6009,False,Comparison Site,North,25-34,Classic,1,Fees too high,No promo
6010,True,Comparison Site,South East,35-44,Classic,1,Switched provider,Joined on promo
6014,True,Online,London,18-24,Gold,1,Unhappy with perks,Joined on promo
6015,True,Online,South East,35-44,Silver,16,Fees too high,Joined on promo
6019,False,Referral,Midlands,25-34,Silver,8,Moved abroad,No promo
6021,False,Outbound,South East,35-44,Classic,1,Poor service,No promo
6022,False,Referral,North,55-64,Gold,1,Unhappy with perks,No promo
6025,True,Comparison Site,Scotland,25-34,Classic,3,Fees too high,Joined on promo
6027,False,Comparison Site,Scotland,25-34,Classic,18,Fees too high,No promo
6033,False,Comparison Site,Midlands,25-34,Classic,15,Switched provider,No promo
6035,False,Comparison Site,London,35-44,Silver,2,Switched provider,No promo
6038,False,Outbound,South East,35-44,Classic,10,Fees too high,No promo
6039,True,Online,North,55-64,Platinum,5,Poor service,Joined on promo
6040,False,Online,Wales & NI,65+,Silver,18,Unknown,No promo
6044,False,Referral,London,45-54,Silver,5,Poor service,No promo
6045,False,Online,North,25-34,Classic,2,Poor service,No promo
6053,False,Referral,London,45-54,Platinum,9,Switched provider,No promo
6063,False,Online,South East,25-34,Gold,16,Poor service,No promo
6073,False,Comparison Site,South East,65+,Classic,1,Unknown,No promo
6074,False,Online,North,25-34,Gold,3,Bereavement,No promo
6078,False,Online,South East,25-34,Classic,11,Poor service,No promo
6080,False,Online,South East,18-24,Classic,16,Switched provider,No promo
6086,False,Broker/IFA,Scotland,18-24,Gold,6,Poor service,No promo
6088,False,Referral,North,18-24,Gold,16,Unknown,No promo
6090,False,Outbound,North,45-54,Gold,12,Fees too high,No promo
6094,False,Broker/IFA,South East,45-54,Platinum,12,Unknown,No promo
6103,False,Comparison Site,Scotland,25-34,Silver,4,Fees too high,No promo
6114,False,Branch,Midlands,25-34,Gold,1,Unhappy with perks,No promo
6121,True,Comparison Site,London,45-54,Silver,10,Unhappy with perks,Joined on promo
6122,False,Referral,North,25-34,Classic,10,Switched provider,No promo
6134,True,Outbound,North,35-44,Classic,4,Fees too high,Joined on promo
6136,True,Online,North,35-44,Gold,7,Fees too high,Joined on promo
6137,True,Online,Midlands,18-24,Classic,7,Fees too high,Joined on promo
6143,False,Comparison Site,South East,55-64,Classic,2,Unknown,No promo
6144,False,Outbound,London,35-44,Silver,18,Bereavement,No promo
6146,False,Online,London,55-64,Silver,2,Poor service,No promo
6148,True,Online,South East,25-34,Silver,17,Fees too high,Joined on promo
6150,False,Branch,South East,25-34,Gold,18,Unhappy with perks,No promo
6151,False,Outbound,Scotland,45-54,Silver,17,Bereavement,No promo
6152,True,Comparison Site,North,35-44,Classic,8,Fees too high,Joined on promo
6155,True,Online,Midlands,35-44,Silver,1,Fees too high,Joined on promo
6159,False,Online,North,45-54,Classic,16,Poor service,No promo
6160,False,Broker/IFA,South East,25-34,Classic,1,Poor service,No promo
6162,False,Outbound,Scotland,65+,Classic,2,Bereavement,No promo
6164,True,Comparison Site,South East,25-34,Silver,2,Poor service,Joined on promo
6165,False,Referral,London,25-34,Platinum,10,Unknown,No promo
6170,True,Comparison Site,South East,25-34,Gold,7,Fees too high,Joined on promo
6172,False,Outbound,Midlands,25-34,Classic,7,Switched provider,No promo
6181,False,Online,Scotland,45-54,Classic,5,Poor service,No promo
6183,True,Online,South East,55-64,Classic,7,Fees too high,Joined on promo
6187,False,Outbound,North,35-44,Classic,18,Poor service,No promo
6188,False,Branch,London,45-54,Classic,13,Unknown,No promo
6194,True,Online,North,25-34,Gold,11,Poor service,Joined on promo
6195,False,Online,North,45-54,Classic,1,Poor service,No promo
6198,False,Branch,London,25-34,Platinum,4,Unhappy with perks,No promo
6200,False,Referral,North,35-44,Classic,9,Poor service,No promo
6202,True,Online,London,18-24,Gold,16,Fees too high,Joined on promo
6203,False,Online,South East,55-64,Silver,4,Switched provider,No promo
6204,True,Comparison Site,South East,25-34,Silver,3,Bereavement,Joined on promo
6206,True,Online,Scotland,25-34,Gold,5,Fees too high,Joined on promo
6208,False,Comparison Site,Midlands,45-54,Classic,5,Poor service,No promo
6214,False,Comparison Site,North,45-54,Classic,7,Fees too high,No promo
6216,False,Comparison Site,North,55-64,Classic,12,Fees too high,No promo
6218,True,Online,South East,25-34,Platinum,8,Switched provider,Joined on promo
6219,False,Comparison Site,Scotland,35-44,Classic,4,Poor service,No promo
6223,False,Online,London,25-34,Classic,11,Unknown,No promo
6225,True,Referral,North,25-34,Silver,2,Fees too high,Joined on promo
6233,False,Online,London,18-24,Gold,1,Poor service,No promo
6237,False,Branch,South East,35-44,Silver,11,Poor service,No promo
6242,False,Online,London,18-24,Silver,1,Unknown,No promo
6243,False,Referral,London,25-34,Platinum,10,Unhappy with perks,No promo
6244,False,Comparison Site,Midlands,35-44,Classic,1,Poor service,No promo
6246,False,Comparison Site,South East,25-34,Silver,2,Bereavement,No promo
6255,False,Online,North,25-34,Gold,18,Unhappy with perks,No promo
6264,True,Online,South East,25-34,Silver,12,Fees too high,Joined on promo
6265,False,Comparison Site,Midlands,18-24,Silver,1,Poor service,No promo
6269,False,Referral,London,55-64,Gold,6,Unhappy with perks,No promo
6270,False,Online,Midlands,35-44,Platinum,7,Unhappy with perks,No promo
6271,False,Online,Wales & NI,45-54,Silver,15,Unknown,No promo
6274,True,Comparison Site,London,18-24,Silver,7,Fees too high,Joined on promo
6276,True,Comparison Site,Midlands,45-54,Classic,12,Fees too high,Joined on promo
6289,False,Branch,Midlands,25-34,Classic,2,Switched provider,No promo
6290,True,Comparison Site,Midlands,25-34,Classic,13,Poor service,Joined on promo
6291,True,Outbound,Midlands,25-34,Classic,5,Switched provider,Joined on promo
6294,True,Online,Wales & NI,25-34,Classic,1,Fees too high,Joined on promo
6299,True,Online,London,18-24,Silver,14,Fees too high,Joined on promo
6303,True,Outbound,North,65+,Silver,17,Fees too high,Joined on promo
6305,False,Online,London,55-64,Gold,9,Moved abroad,No promo
6306,False,Referral,Midlands,35-44,Silver,9,Unhappy with perks,No promo
6310,True,Comparison Site,North,45-54,Gold,17,Fees too high,Joined on promo
6311,True,Online,London,35-44,Classic,1,Fees too high,Joined on promo
6314,False,Broker/IFA,Midlands,35-44,Gold,1,Fees too high,No promo
6320,False,Online,South East,45-54,Silver,5,Unknown,No promo
6324,False,Online,Scotland,45-54,Gold,8,Unknown,No promo
6336,True,Outbound,London,55-64,Gold,1,Unknown,Joined on promo
6340,False,Online,North,35-44,Silver,6,Fees too high,No promo
6341,False,Online,Midlands,65+,Classic,8,Unknown,No promo
6343,False,Comparison Site,North,25-34,Silver,13,Unknown,No promo
6345,False,Comparison Site,South East,35-44,Platinum,9,Unknown,No promo
6351,True,Outbound,Scotland,25-34,Silver,6,Fees too high,Joined on promo
6361,False,Referral,London,45-54,Silver,15,Poor service,No promo
6363,False,Online,London,45-54,Gold,10,Poor service,No promo
6364,False,Comparison Site,London,55-64,Silver,10,Fees too high,No promo
6365,False,Branch,Scotland,55-64,Classic,2,Moved abroad,No promo
6377,False,Branch,Wales & NI,35-44,Classic,8,Unknown,No promo
6378,True,Online,South East,35-44,Gold,15,Unhappy with perks,Joined on promo
6379,False,Comparison Site,London,45-54,Classic,2,Moved abroad,No promo
6383,True,Comparison Site,South East,55-64,Classic,6,Fees too high,Joined on promo
6385,False,Online,Wales & NI,18-24,Silver,14,Poor service,No promo
6388,False,Broker/IFA,Wales & NI,25-34,Platinum,10,Fees too high,No promo
6391,True,Outbound,North,35-44,Classic,13,Fees too high,Joined on promo
6393,True,Comparison Site,Wales & NI,45-54,Silver,3,Unknown,Joined on promo
6396,True,Referral,North,25-34,Gold,1,Unhappy with perks,Joined on promo
6398,True,Outbound,North,25-34,Silver,2,Switched provider,Joined on promo
6402,True,Comparison Site,North,55-64,Classic,1,Fees too high,Joined on promo
6410,False,Comparison Site,North,18-24,Silver,1,Unknown,No promo
6411,False,Online,Midlands,25-34,Classic,13,Poor service,No promo
6414,True,Comparison Site,South East,18-24,Silver,5,Poor service,Joined on promo
6417,False,Outbound,North,25-34,Silver,12,Poor service,No promo
6418,True,Comparison Site,Midlands,25-34,Classic,12,Fees too high,Joined on promo
6423,True,Comparison Site,London,35-44,Classic,3,Fees too high,Joined on promo
6428,False,Comparison Site,Scotland,18-24,Classic,3,Poor service,No promo
6433,True,Comparison Site,North,65+,Classic,7,Fees too high,Joined on promo
6434,True,Outbound,Scotland,45-54,Silver,15,Fees too high,Joined on promo
6440,False,Referral,Wales & NI,35-44,Platinum,17,Unhappy with perks,No promo
6446,False,Online,North,25-34,Silver,10,Unknown,No promo
6449,False,Branch,London,25-34,Gold,2,Unhappy with perks,No promo
6456,False,Referral,Midlands,25-34,Platinum,15,Moved abroad,No promo
6457,False,Online,South East,35-44,Silver,6,Poor service,No promo
6460,False,Online,Scotland,25-34,Classic,11,Poor service,No promo
6461,True,Comparison Site,London,65+,Silver,10,Fees too high,Joined on promo
6470,True,Comparison Site,North,35-44,Classic,2,Unknown,Joined on promo
6472,True,Comparison Site,South East,18-24,Gold,7,Switched provider,Joined on promo
6476,False,Comparison Site,Midlands,35-44,Classic,3,Moved abroad,No promo
6481,False,Comparison Site,Scotland,25-34,Silver,16,Unknown,No promo
6482,False,Broker/IFA,Midlands,35-44,Silver,14,Poor service,No promo
6486,False,Online,North,65+,Classic,16,Poor service,No promo
6487,False,Broker/IFA,North,35-44,Silver,5,Switched provider,No promo
6491,False,Broker/IFA,North,25-34,Gold,10,Poor service,No promo
6497,False,Comparison Site,Midlands,45-54,Classic,2,Fees too high,No promo
6498,False,Online,Midlands,18-24,Classic,12,Moved abroad,No promo
6500,False,Referral,North,35-44,Gold,12,Unhappy with perks,No promo
6501,True,Comparison Site,North,18-24,Classic,4,Switched provider,Joined on promo
6504,False,Branch,Wales & NI,45-54,Classic,7,Poor service,No promo
6508,False,Online,North,35-44,Classic,10,Moved abroad,No promo
6509,False,Comparison Site,South East,55-64,Classic,9,Unknown,No promo
6516,False,Broker/IFA,London,65+,Classic,5,Moved abroad,No promo
6517,False,Branch,London,55-64,Silver,3,Moved abroad,No promo
6519,False,Outbound,London,65+,Silver,17,Unknown,No promo
6520,False,Referral,North,35-44,Gold,15,Unknown,No promo
6522,True,Online,Midlands,25-34,Gold,15,Unhappy with perks,Joined on promo
6544,True,Comparison Site,Scotland,25-34,Classic,1,Fees too high,Joined on promo
6550,True,Comparison Site,London,35-44,Silver,2,Switched provider,Joined on promo
6558,False,Broker/IFA,South East,45-54,Gold,4,Moved abroad,No promo
6560,True,Comparison Site,North,55-64,Classic,2,Fees too high,Joined on promo
6563,True,Comparison Site,London,45-54,Classic,13,Fees too high,Joined on promo
6564,True,Comparison Site,North,18-24,Silver,11,Unknown,Joined on promo
6566,True,Comparison Site,London,55-64,Silver,7,Unknown,Joined on promo
6567,False,Online,London,65+,Classic,4,Unknown,No promo
6569,False,Broker/IFA,Midlands,45-54,Silver,2,Unknown,No promo
6571,True,Comparison Site,London,18-24,Silver,6,Fees too high,Joined on promo
6572,False,Online,Midlands,45-54,Classic,10,Poor service,No promo
6573,True,Outbound,Wales & NI,35-44,Gold,16,Unhappy with perks,Joined on promo
6580,False,Outbound,Midlands,35-44,Gold,8,Unhappy with perks,No promo
6589,False,Comparison Site,South East,18-24,Classic,1,Fees too high,No promo
6592,False,Outbound,South East,25-34,Silver,17,Unknown,No promo
6599,False,Outbound,Midlands,18-24,Classic,2,Poor service,No promo
6600,False,Referral,South East,25-34,Silver,8,Unknown,No promo
6613,False,Outbound,London,18-24,Platinum,8,Poor service,No promo
6616,False,Comparison Site,South East,35-44,Classic,1,Fees too high,No promo
6622,False,Online,London,55-64,Classic,5,Switched provider,No promo
6624,False,Referral,Wales & NI,25-34,Classic,2,Switched provider,No promo
6625,False,Outbound,Scotland,65+,Silver,2,Fees too high,No promo
6626,False,Branch,Midlands,25-34,Gold,7,Unhappy with perks,No promo
6631,True,Comparison Site,Midlands,35-44,Silver,4,Fees too high,Joined on promo
6633,False,Online,North,25-34,Silver,15,Fees too high,No promo
6640,False,Online,South East,18-24,Silver,1,Unknown,No promo
6646,False,Online,Midlands,25-34,Gold,1,Unhappy with perks,No promo
6656,False,Comparison Site,London,45-54,Silver,12,Fees too high,No promo
6657,False,Comparison Site,London,35-44,Classic,2,Unknown,No promo
6664,True,Branch,North,18-24,Classic,14,Bereavement,Joined on promo
6667,True,Online,Wales & NI,45-54,Silver,1,Moved abroad,Joined on promo
6671,False,Comparison Site,North,45-54,Classic,1,Switched provider,No promo
6674,True,Comparison Site,South East,25-34,Classic,9,Fees too high,Joined on promo
6675,True,Comparison Site,Wales & NI,25-34,Classic,7,Moved abroad,Joined on promo
6681,False,Broker/IFA,South East,35-44,Gold,11,Unhappy with perks,No promo
6683,False,Comparison Site,Midlands,25-34,Silver,9,Bereavement,No promo
6684,True,Comparison Site,North,18-24,Classic,14,Fees too high,Joined on promo
6690,False,Comparison Site,South East,35-44,Classic,1,Unknown,No promo
6697,True,Online,Scotland,55-64,Silver,4,Fees too high,Joined on promo
6703,False,Branch,South East,45-54,Classic,3,Poor service,No promo
6705,True,Comparison Site,Midlands,18-24,Classic,2,Fees too high,Joined on promo
6716,True,Comparison Site,North,25-34,Gold,13,Fees too high,Joined on promo
6723,True,Comparison Site,Midlands,35-44,Classic,12,Fees too high,Joined on promo
6728,False,Branch,North,25-34,Silver,1,Fees too high,No promo
6731,False,Online,Midlands,25-34,Classic,5,Switched provider,No promo
6732,False,Comparison Site,South East,25-34,Silver,9,Poor service,No promo
6736,False,Online,South East,45-54,Gold,8,Switched provider,No promo
6738,True,Online,Midlands,45-54,Classic,3,Fees too high,Joined on promo
6739,False,Comparison Site,Scotland,18-24,Silver,12,Switched provider,No promo
6743,True,Comparison Site,London,35-44,Classic,3,Fees too high,Joined on promo
6747,True,Comparison Site,North,45-54,Silver,6,Fees too high,Joined on promo
6748,True,Referral,Scotland,45-54,Classic,7,Fees too high,Joined on promo
6750,False,Comparison Site,London,45-54,Silver,10,Fees too high,No promo
6755,True,Comparison Site,London,45-54,Classic,7,Switched provider,Joined on promo
6756,True,Online,Scotland,55-64,Classic,2,Moved abroad,Joined on promo
6760,True,Referral,Scotland,35-44,Silver,10,Switched provider,Joined on promo
6761,False,Online,North,45-54,Classic,5,Switched provider,No promo
6762,False,Online,London,25-34,Silver,14,Unhappy with perks,No promo
6763,True,Comparison Site,South East,25-34,Silver,7,Fees too high,Joined on promo
6766,False,Online,London,18-24,Silver,2,Poor service,No promo
6767,False,Comparison Site,Wales & NI,25-34,Classic,7,Switched provider,No promo
6775,False,Comparison Site,North,35-44,Classic,12,Fees too high,No promo
6786,False,Online,South East,25-34,Classic,1,Moved abroad,No promo
6794,False,Branch,Midlands,18-24,Gold,1,Switched provider,No promo
6797,False,Comparison Site,North,55-64,Silver,10,Fees too high,No promo
6798,False,Online,Wales & NI,65+,Classic,16,Unknown,No promo
6803,True,Outbound,South East,55-64,Silver,2,Fees too high,Joined on promo
6805,True,Online,Midlands,25-34,Classic,7,Fees too high,Joined on promo
6810,False,Outbound,London,35-44,Silver,5,Poor service,No promo
6812,True,Comparison Site,North,45-54,Gold,7,Moved abroad,Joined on promo
6814,False,Branch,North,35-44,Silver,2,Poor service,No promo
6816,False,Outbound,North,55-64,Gold,5,Unhappy with perks,No promo
6818,True,Online,South East,35-44,Classic,7,Poor service,Joined on promo
6821,False,Outbound,Wales & NI,35-44,Classic,15,Switched provider,No promo
6822,False,Branch,Midlands,45-54,Classic,15,Poor service,No promo
6824,True,Comparison Site,South East,45-54,Classic,12,Fees too high,Joined on promo
6825,True,Comparison Site,Scotland,35-44,Classic,3,Poor service,Joined on promo
6828,True,Comparison Site,South East,25-34,Gold,9,Fees too high,Joined on promo
6833,False,Online,South East,55-64,Gold,13,Poor service,No promo
6834,False,Branch,London,55-64,Gold,15,Poor service,No promo
6838,True,Comparison Site,London,35-44,Classic,1,Unknown,Joined on promo
6844,True,Comparison Site,Midlands,45-54,Classic,4,Fees too high,Joined on promo
6845,False,Comparison Site,South East,25-34,Classic,1,Unknown,No promo
6848,True,Outbound,North,18-24,Silver,3,Fees too high,Joined on promo
6849,False,Comparison Site,South East,18-24,Classic,15,Fees too high,No promo
6850,True,Comparison Site,London,35-44,Silver,1,Fees too high,Joined on promo
6852,False,Referral,South East,25-34,Platinum,10,Unhappy with perks,No promo
6858,False,Comparison Site,London,35-44,Classic,4,Poor service,No promo
6859,False,Comparison Site,North,25-34,Silver,1,Fees too high,No promo
6861,True,Comparison Site,North,25-34,Classic,2,Poor service,Joined on promo
6862,True,Online,London,55-64,Classic,15,Switched provider,Joined on promo
6865,True,Comparison Site,London,18-24,Classic,2,Switched provider,Joined on promo
6872,False,Broker/IFA,South East,45-54,Classic,11,Bereavement,No promo
6875,True,Comparison Site,South East,25-34,Gold,13,Fees too high,Joined on promo
6885,False,Online,London,25-34,Silver,15,Unknown,No promo
6887,False,Branch,Midlands,35-44,Silver,4,Poor service,No promo
6888,True,Online,Midlands,35-44,Classic,5,Unknown,Joined on promo
6889,False,Outbound,Scotland,35-44,Classic,13,Unknown,No promo
6893,False,Online,Wales & NI,45-54,Silver,15,Poor service,No promo
6895,True,Online,London,65+,Silver,5,Fees too high,Joined on promo
6896,True,Referral,North,55-64,Silver,15,Fees too high,Joined on promo
6900,False,Referral,South East,35-44,Platinum,6,Unhappy with perks,No promo
6903,True,Outbound,Midlands,35-44,Classic,7,Fees too high,Joined on promo
6904,False,Comparison Site,South East,35-44,Classic,1,Fees too high,No promo
6907,True,Referral,South East,18-24,Silver,7,Fees too high,Joined on promo
6911,True,Comparison Site,Midlands,25-34,Silver,3,Switched provider,Joined on promo
6912,False,Comparison Site,London,35-44,Classic,13,Fees too high,No promo
6914,False,Branch,North,25-34,Platinum,13,Switched provider,No promo
6915,False,Comparison Site,Scotland,35-44,Classic,12,Bereavement,No promo
6918,True,Comparison Site,Scotland,25-34,Silver,4,Fees too high,Joined on promo
6921,True,Comparison Site,North,45-54,Classic,9,Unknown,Joined on promo
6922,False,Comparison Site,Midlands,25-34,Silver,16,Switched provider,No promo
6926,False,Online,London,18-24,Silver,8,Fees too high,No promo
6929,True,Online,North,25-34,Silver,2,Switched provider,Joined on promo
6931,True,Outbound,Scotland,25-34,Silver,12,Fees too high,Joined on promo
6939,True,Comparison Site,London,35-44,Classic,3,Poor service,Joined on promo
6943,True,Comparison Site,London,65+,Silver,6,Bereavement,Joined on promo
6944,False,Branch,North,35-44,Silver,11,Poor service,No promo
6945,True,Outbound,London,25-34,Silver,9,Unknown,Joined on promo
6946,False,Broker/IFA,London,45-54,Gold,1,Poor service,No promo
6947,False,Branch,Scotland,65+,Classic,15,Poor service,No promo
6948,False,Comparison Site,Wales & NI,25-34,Classic,3,Poor service,No promo
6950,False,Comparison Site,Scotland,18-24,Silver,1,Poor service,No promo
6951,False,Branch,Midlands,35-44,Gold,7,Switched provider,No promo
6955,False,Outbound,Scotland,35-44,Gold,2,Unhappy with perks,No promo
6958,False,Outbound,London,55-64,Classic,2,Moved abroad,No promo
6963,True,Comparison Site,London,25-34,Platinum,11,Switched provider,Joined on promo
6968,True,Online,Scotland,35-44,Classic,7,Fees too high,Joined on promo
6973,True,Comparison Site,Midlands,45-54,Classic,7,Fees too high,Joined on promo
6974,False,Online,Scotland,55-64,Gold,12,Unhappy with perks,No promo
6980,True,Comparison Site,London,45-54,Classic,12,Switched provider,Joined on promo
6983,True,Comparison Site,North,25-34,Silver,10,Switched provider,Joined on promo
6995,True,Comparison Site,North,55-64,Classic,1,Bereavement,Joined on promo
6996,False,Outbound,London,35-44,Gold,2,Unknown,No promo
6997,False,Branch,South East,45-54,Classic,2,Unknown,No promo
7000,True,Online,South East,65+,Classic,5,Fees too high,Joined on promo
7001,False,Branch,North,45-54,Classic,6,Moved abroad,No promo
